"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","g.01","g.10","sd.u0","sd.u1","sd.e","true_cluster_means","l1_g.10_bias","l2_g.10_bias","l3a_g.10_bias","l4_g.10_bias","g.exchangeable1_g.10_bias","g.exchangeable2_g.10_bias","g.exchangeable3_g.10_bias","g.exchangeable4_g.10_bias","g.ar11_g.10_bias","g.ar12_g.10_bias","g.ar13_g.10_bias","g.ar14_g.10_bias","g.independence1_g.10_bias","g.independence2_g.10_bias","g.independence3_g.10_bias","g.independence4_g.10_bias","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
200,5,"binary","continuous",1,1,0,1,1.5,1,0,1,FALSE,0.039,0,0,0,0.039,0,0,0,0.026,0,0,0,0.174,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1,1.5,1,0,1,FALSE,0.019,0,0,0,0.019,0,0,0,0.007,0,0,0,0.167,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1,1.5,1,0,1,FALSE,0.02,0.001,0.001,0.001,0.02,0.001,0.001,0.001,0.01,0.003,0.003,0.003,0.175,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1,1.5,1,0,1,FALSE,0.012,0.002,0.002,0.002,0.012,0.002,0.002,0.002,0.004,0.002,0.002,0.002,0.176,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1,1.5,1,0,1,FALSE,0.01,0,0,0,0.01,0,0,0,0.001,-0.001,-0.001,-0.001,0.172,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1,1.5,1,0,1,FALSE,0.443,0.113,0.023,0.022,0.149,-0.263,-0.191,-0.191,0.183,-0.265,-0.191,-0.191,0.261,-0.262,-0.19,-0.19,0.994,0.986,0.993,0.994,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1,1.5,1,0,1,FALSE,0.408,0.074,-0.008,-0.008,0.121,-0.283,-0.215,-0.215,0.158,-0.285,-0.216,-0.216,0.232,-0.282,-0.214,-0.214,0.992,0.999,0.995,0.995,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1,1.5,1,0,1,FALSE,0.337,0.04,-0.009,-0.008,0.031,-0.301,-0.225,-0.225,0.136,-0.301,-0.225,-0.225,0.236,-0.292,-0.224,-0.224,0.916,0.682,0.954,0.953,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1,1.5,1,0,1,FALSE,0.327,0.036,-0.008,-0.008,0.027,-0.298,-0.224,-0.224,0.131,-0.296,-0.224,-0.224,0.228,-0.289,-0.223,-0.223,0.957,0.543,0.985,0.984,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1,1.5,1,0,1,FALSE,0.222,0.038,0.001,0.004,-0.053,-0.288,-0.209,-0.209,0.125,-0.286,-0.209,-0.209,0.23,-0.273,-0.208,-0.208,0.98,1,0.915,0.891,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1,1.5,1,0,1,FALSE,0.224,0.028,-0.005,-0.005,-0.059,-0.299,-0.219,-0.219,0.129,-0.294,-0.218,-0.218,0.236,-0.285,-0.218,-0.218,1,1,0.935,0.937,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1,1.5,1,0,1,FALSE,0.704,-0.201,0.05,0.05,0.302,-1.19,-0.187,-0.187,0.353,-1.19,-0.189,-0.189,0.438,-1.19,-0.184,-0.184,0.992,0.893,0.991,0.989,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1,1.5,1,0,1,FALSE,0.676,-0.229,0.022,0.022,0.29,-1.192,-0.204,-0.204,0.345,-1.192,-0.204,-0.204,0.421,-1.192,-0.202,-0.202,0.998,0.807,0.998,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1,1.5,1,0,1,FALSE,0.599,-0.088,0.031,0.031,0.16,-1.186,-0.181,-0.181,0.322,19128065975111.7,-0.177,-0.177,0.429,-1.186,-0.176,-0.176,0.997,0.783,0.996,0.996,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1,1.5,1,0,1,FALSE,0.583,-0.109,0.014,0.014,0.143,-1.192,-0.2,-0.2,0.318,17280042762271.3,-0.198,-0.198,0.412,-1.192,-0.197,-0.197,1,0.744,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1,1.5,1,0,1,FALSE,0.465,-0.044,0.011,0.011,-0.042,-1.186,-0.187,-0.187,0.302,73320483900701,-0.183,-0.183,0.414,-1.186,-0.182,-0.182,1,0.868,0.992,0.992,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1,1.5,1,0,1,FALSE,0.452,-0.054,-0.001,-0.001,-0.051,-1.19,-0.201,-0.201,0.31,24295117422018.9,-0.197,-0.197,0.401,-1.19,-0.196,-0.196,1,0.911,1,0.999,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1,1.5,1,0,1,FALSE,0.181,-0.001,-0.001,-0.001,0.181,-0.001,-0.001,-0.001,0.12,-0.004,-0.003,-0.003,0.538,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1,1.5,1,0,1,FALSE,0.183,0.002,0.002,0.002,0.183,0.002,0.002,0.002,0.122,-0.002,-0.001,-0.001,0.541,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1,1.5,1,0,1,FALSE,0.098,0.001,0.001,0.001,0.098,0.001,0.001,0.001,0.038,0.002,0.002,0.002,0.539,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1,1.5,1,0,1,FALSE,0.098,0.001,0.001,0.001,0.098,0.001,0.001,0.001,0.034,-0.001,-0.001,-0.001,0.536,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1,1.5,1,0,1,FALSE,0.055,0.004,0.004,0.004,0.055,0.004,0.004,0.004,0.012,0.003,0.003,0.003,0.548,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1,1.5,1,0,1,FALSE,0.051,0,0,0,0.051,0,0,0,0.007,-0.002,-0.002,-0.002,0.538,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,3,1.5,1,0,1,FALSE,0.351,-0.031,0.003,0.003,0.101,-0.325,-0.162,-0.162,0.152,-0.328,-0.162,-0.162,0.269,-0.341,-0.159,-0.159,0.994,0.999,0.996,0.995,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,3,1.5,1,0,1,FALSE,0.341,-0.021,0.008,0.009,0.098,-0.308,-0.155,-0.155,0.147,-0.311,-0.156,-0.156,0.254,-0.324,-0.153,-0.153,0.999,1,1,0.998,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,3,1.5,1,0,1,FALSE,0.256,-0.015,0.008,0.007,-0.009,-0.321,-0.164,-0.164,0.111,-0.321,-0.161,-0.161,0.255,-0.333,-0.162,-0.162,0.999,1,0.997,0.998,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,3,1.5,1,0,1,FALSE,0.238,-0.03,-0.009,-0.009,-0.021,-0.329,-0.178,-0.178,0.104,-0.332,-0.177,-0.177,0.242,-0.342,-0.176,-0.176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,3,1.5,1,0,1,FALSE,0.155,-0.03,-0.011,-0.011,-0.108,-0.332,-0.177,-0.177,0.083,-0.333,-0.176,-0.176,0.236,-0.341,-0.175,-0.175,0.636,0.592,0.971,0.97,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,3,1.5,1,0,1,FALSE,0.161,-0.021,-0.002,-0.002,-0.105,-0.324,-0.173,-0.173,0.086,-0.325,-0.171,-0.171,0.232,-0.333,-0.17,-0.17,0.594,0.474,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,3,1.5,1,0,1,FALSE,0.651,-0.081,0.02,0.019,-0.364,-1.012,-0.374,-0.374,-0.426,-1.01,-0.372,-0.372,0.285,-1.012,-0.37,-0.37,1,0.991,0.995,0.994,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,3,1.5,1,0,1,FALSE,0.627,-0.094,0.003,0.003,-0.38,-1.015,-0.389,-0.389,-0.46,-1.017,-0.389,-0.389,0.274,-1.015,-0.385,-0.385,1,0.997,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,3,1.5,1,0,1,FALSE,0.396,-0.016,0.016,0.015,-0.598,-1.007,-0.3,-0.3,-0.716,-1.006,-0.296,-0.296,0.283,-1.006,-0.294,-0.294,1,0.965,0.999,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,3,1.5,1,0,1,FALSE,0.381,-0.03,0.003,0.003,-0.61,-1.012,-0.314,-0.314,-0.738,-1.011,-0.311,-0.311,0.271,-1.012,-0.309,-0.309,1,0.988,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,3,1.5,1,0,1,FALSE,0.207,-0.038,0.004,0.004,-0.723,-1.007,-0.259,-0.259,-0.805,119273179598871,-0.252,-0.252,0.273,-1.008,-0.25,-0.25,0.997,0.741,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,3,1.5,1,0,1,FALSE,0.202,-0.029,-0.001,-0.001,-0.726,-1.009,-0.267,-0.267,-0.811,98259956327265.3,-0.261,-0.261,0.268,-1.009,-0.259,-0.259,1,0.834,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,3,1.5,1,0,1,FALSE,0.102,0.006,0.006,0.006,0.102,0.006,0.006,0.006,0.066,0.008,0.008,0.008,0.527,0.006,0.006,0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,3,1.5,1,0,1,FALSE,0.094,-0.001,-0.001,-0.001,0.094,-0.001,-0.001,-0.001,0.056,0,0,0,0.517,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,3,1.5,1,0,1,FALSE,0.043,-0.003,-0.003,-0.003,0.043,-0.003,-0.003,-0.003,0.012,-0.003,-0.003,-0.003,0.512,-0.003,-0.003,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,3,1.5,1,0,1,FALSE,0.047,0,0,0,0.047,0,0,0,0.013,-0.001,-0.001,-0.001,0.519,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,3,1.5,1,0,1,FALSE,0.023,0,0,0,0.023,0,0,0,0.003,0,0,0,0.527,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,3,1.5,1,0,1,FALSE,0.022,-0.001,-0.001,-0.001,0.022,-0.001,-0.001,-0.001,0.003,-0.001,-0.001,-0.001,0.52,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,3,1.5,1,0,1,FALSE,1.196,-0.007,0.005,0.005,0.734,-0.481,-0.151,-0.151,0.854,-0.483,-0.151,-0.151,1.125,-0.523,-0.141,-0.141,0.998,0.994,0.998,0.997,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,3,1.5,1,0,1,FALSE,1.194,-0.01,-0.004,-0.004,0.723,-0.484,-0.158,-0.158,0.857,-0.486,-0.156,-0.156,1.123,-0.529,-0.149,-0.149,0.999,0.998,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,3,1.5,1,0,1,FALSE,0.959,0.004,0.007,0.007,0.397,-0.49,-0.157,-0.157,0.74,-0.487,-0.151,-0.151,1.122,-0.53,-0.149,-0.149,1,0.998,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,3,1.5,1,0,1,FALSE,0.932,-0.004,-0.001,-0.001,0.375,-0.49,-0.166,-0.166,0.733,-0.491,-0.162,-0.162,1.092,-0.531,-0.156,-0.156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,3,1.5,1,0,1,FALSE,0.663,0.004,0.014,0.014,0.095,-0.485,-0.151,-0.151,0.655,-0.5,-0.148,-0.148,1.104,-0.519,-0.142,-0.142,0.994,0.805,0.997,0.997,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,3,1.5,1,0,1,FALSE,0.64,-0.001,-0.008,-0.008,0.069,-0.5,-0.174,-0.174,0.669,-0.51,-0.17,-0.17,1.097,-0.536,-0.165,-0.165,1,0.783,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,3,1.5,1,0,1,FALSE,1.383,-0.173,0.116,0.115,-0.136,-1.321,-0.341,-0.341,-0.325,-1.319,432581708453.825,432581537527.879,0.702,-1.321,-0.333,-0.333,0.958,0.934,0.977,0.977,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,3,1.5,1,0,1,FALSE,1.29,-0.323,0.052,0.053,-0.181,-1.324,-0.382,-0.382,-0.46,-1.325,-0.381,-0.381,0.666,-1.324,-0.376,-0.376,0.951,0.943,0.987,0.99,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,3,1.5,1,0,1,FALSE,0.98,-0.112,0.043,0.043,-0.74,-1.324,-0.278,-0.278,-0.999,11612639521391.8,197389874596.827,194571568189.761,0.675,-1.324,-0.269,-0.269,0.971,0.911,0.994,0.995,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,3,1.5,1,0,1,FALSE,0.942,-0.184,0.017,0.017,-0.747,-1.323,-0.3,-0.3,-1.079,9029698247168.45,-0.296,-0.296,0.654,-1.323,-0.293,-0.293,0.994,0.916,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,3,1.5,1,0,1,FALSE,0.658,-0.065,0.02,0.021,-1.02,-1.324,-0.229,-0.229,-1.135,6917847718457.89,-0.224,-0.224,0.669,-1.324,-0.221,-0.221,0.997,0.93,0.993,0.991,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,3,1.5,1,0,1,FALSE,0.639,-0.096,0.011,0.011,-1.032,-1.323,-0.246,-0.246,-1.187,4151036857771.86,-0.24,-0.24,0.653,-1.323,-0.238,-0.238,1,0.907,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,3,1.5,1,0,1,FALSE,0.37,0.002,0.002,0.002,0.37,0.002,0.002,0.002,0.201,0.005,0.005,0.005,1.617,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,3,1.5,1,0,1,FALSE,0.363,0.001,0.001,0.001,0.363,0.001,0.001,0.001,0.192,0,0,0,1.62,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,3,1.5,1,0,1,FALSE,0.174,0.003,0.003,0.003,0.174,0.003,0.003,0.003,0.044,-0.002,-0.002,-0.002,1.617,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,3,1.5,1,0,1,FALSE,0.168,-0.002,-0.002,-0.002,0.168,-0.002,-0.002,-0.002,0.044,-0.002,-0.002,-0.002,1.612,-0.002,-0.002,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,3,1.5,1,0,1,FALSE,0.081,-0.002,-0.002,-0.002,0.081,-0.002,-0.002,-0.002,0.013,0.001,0.001,0.001,1.617,-0.002,-0.002,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,3,1.5,1,0,1,FALSE,0.083,0.001,0.001,0.001,0.083,0.001,0.001,0.001,0.012,0.001,0.001,0.001,1.618,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,0,0,0,1.5,3,0,1,FALSE,-0.01,-0.013,-0.019,-0.021,-0.797,-0.799,-0.796,-0.796,-0.798,-0.799,-0.796,-0.796,-0.789,-0.797,-0.796,-0.796,0.981,0.977,0.989,0.993,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,0,0,0,1.5,3,0,1,FALSE,-0.029,-0.028,-0.03,-0.031,-0.803,-0.802,-0.801,-0.801,-0.803,-0.803,-0.802,-0.802,-0.804,-0.8,-0.801,-0.801,0.998,0.996,0.999,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,0,0,0,1.5,3,0,1,FALSE,-0.027,-0.03,-0.026,-0.025,-0.802,-0.802,-0.798,-0.798,-0.801,-0.801,3097645116297.39,3097645116297.4,-0.799,-0.8,-0.798,-0.798,0.692,0.668,0.839,0.819,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,0,0,0,1.5,3,0,1,FALSE,-0.031,-0.034,-0.021,-0.024,-0.804,-0.804,-0.802,-0.802,-0.802,-0.802,-0.8,-0.8,-0.803,-0.802,-0.802,-0.802,0.675,0.555,0.778,0.769,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,0,0,0,1.5,3,0,1,FALSE,-0.007,-0.007,-0.006,-0.006,-0.802,-0.802,-0.798,-0.798,-0.8,4525225311869.66,163223713802389,-1570348375126674,-0.803,-0.801,-0.798,-0.798,0.998,1,0.995,0.994,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,0,0,0,1.5,3,0,1,FALSE,-0.009,-0.01,-0.01,-0.01,-0.802,-0.803,-0.801,-0.801,-0.802,-0.803,59014993453494.8,65426604249233.5,-0.799,-0.802,-0.801,-0.801,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,0,0,0,1.5,3,0,1,FALSE,-0.014,-0.018,-0.016,-0.016,-0.795,-0.811,-0.791,-0.791,-0.793,-0.81,872148366712.236,872148366712.234,-0.791,-0.811,-0.791,-0.791,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,0,0,0,1.5,3,0,1,FALSE,-0.016,-0.019,-0.017,-0.017,-0.79,-0.806,-0.788,-0.788,-0.789,-0.805,-0.787,-0.787,-0.79,-0.806,-0.788,-0.788,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,0,0,0,1.5,3,0,1,FALSE,0.005,0.006,0.006,0.006,-0.79,-0.797,-0.786,-0.786,-0.791,-0.798,28735479066679.7,29128008628038.7,-0.793,-0.797,-0.786,-0.786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,0,0,0,1.5,3,0,1,FALSE,-0.007,-0.007,-0.007,-0.007,-0.795,-0.803,-0.793,-0.793,-0.795,-0.803,5192027264470.15,7357940225251.12,-0.795,-0.803,-0.793,-0.793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,0,0,0,1.5,3,0,1,FALSE,-0.021,-0.019,-0.014,-0.015,-0.794,-0.798,1798467102408.37,1798467102407.68,1462734227143.74,-285489868441.85,230375109915368,223969501836799,-0.792,-0.797,-0.79,-0.79,0.864,0.882,0.911,0.901,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,0,0,0,1.5,3,0,1,FALSE,-0.011,-0.01,-0.01,-0.01,-0.795,-0.799,-0.793,-0.793,-0.795,-0.799,148051573800888,143272667664428,-0.797,-0.799,-0.793,-0.793,0.897,0.919,0.927,0.93,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,0,0,0,1.5,3,0,1,FALSE,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.001,-0.001,-0.001,-0.001,-0.006,-0.004,-0.004,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,0,0,0,1.5,3,0,1,FALSE,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,0,0,0,0,0.003,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,0,0,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.003,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,0,0,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,-0.001,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,0,0,0,1.5,3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,-0.004,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,0,0,0,1.5,3,0,1,FALSE,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.003,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,0,1.5,3,0,1,FALSE,-0.008,-0.008,-0.019,-0.02,-0.795,-0.795,-0.793,-0.793,-0.79,-0.79,-0.787,-0.787,-0.792,-0.793,-0.793,-0.793,0.981,0.967,0.983,0.987,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,0,1.5,3,0,1,FALSE,-0.023,-0.023,-0.033,-0.033,-0.803,-0.805,-0.804,-0.804,-0.804,-0.806,-0.804,-0.804,-0.796,-0.802,-0.804,-0.804,0.993,0.986,0.997,0.997,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,0,1.5,3,0,1,FALSE,-0.022,-0.039,-0.025,-0.03,-0.804,-0.805,-0.802,-0.802,-0.804,-0.805,-0.802,-0.802,-0.796,-0.802,-0.802,-0.802,0.715,0.699,0.871,0.874,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,0,1.5,3,0,1,FALSE,-0.017,-0.045,-0.016,-0.011,-0.801,-0.801,-0.799,-0.799,-0.801,-0.801,-0.799,-0.799,-0.804,-0.798,-0.799,-0.799,0.739,0.64,0.773,0.781,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,0,1.5,3,0,1,FALSE,-0.012,-0.012,-0.012,-0.012,-0.8,-0.8,-0.797,-0.797,-0.799,2338022705111.61,42957977831712.3,-63698682800056.7,-0.804,-0.797,-0.797,-0.797,0.998,0.999,0.988,0.986,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,0,1.5,3,0,1,FALSE,-0.01,-0.01,-0.01,-0.01,-0.807,-0.806,-0.805,-0.805,-0.807,-0.807,23486665305170.2,23175762672329.5,-0.812,-0.804,-0.805,-0.805,1,1,0.997,0.996,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,0,1.5,3,0,1,FALSE,-0.004,-0.035,-0.018,-0.018,-0.785,-0.866,-0.781,-0.781,-0.787,-0.868,-0.783,-0.783,-0.778,-0.866,-0.78,-0.78,1,1,0.987,0.988,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,0,1.5,3,0,1,FALSE,-0.013,-0.04,-0.024,-0.024,-0.786,-0.867,-0.784,-0.784,-0.787,-0.867,-0.784,-0.784,-0.781,-0.867,-0.783,-0.783,1,1,0.997,0.997,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,0,1.5,3,0,1,FALSE,0.006,-0.001,0.002,0.002,-0.782,-0.858,-0.779,-0.779,-0.781,-0.857,12565543709820.1,12473377699907.1,-0.774,-0.857,-0.777,-0.777,1,0.999,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,0,1.5,3,0,1,FALSE,-0.006,-0.012,-0.009,-0.009,-0.787,-0.861,-0.785,-0.785,-0.787,-0.86,3168967991639.8,3168967991644.36,-0.783,-0.861,-0.783,-0.783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,0,1.5,3,0,1,FALSE,0.01,-0.019,0.009,0.003,-0.788,-0.857,569150387942.31,569150387942.314,2723767967425.1,-0.857,39628347153406.5,38512398575224.1,-0.784,-0.857,-0.782,-0.782,0.621,0.821,0.812,0.859,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,0,1.5,3,0,1,FALSE,-0.001,-0.014,-0.001,-0.001,-0.788,-0.858,-0.787,-0.787,-0.788,-0.857,11621680550350.4,11543459133845.1,-0.786,-0.858,-0.784,-0.784,0.49,0.83,0.801,0.82,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,0,1.5,3,0,1,FALSE,0,0,0,0,0,0,0,0,0.004,0.004,0.004,0.004,-0.002,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,0,1.5,3,0,1,FALSE,-0.006,-0.005,-0.005,-0.005,-0.006,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.006,-0.005,-0.005,-0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.028,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,0,1.5,3,0,1,FALSE,0,0,0,0,0,0,0,0,-0.003,-0.003,-0.003,-0.003,-0.009,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,-0.008,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,0,1.5,3,0,1,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,-0.004,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,0,1.5,3,0,1,FALSE,0.018,0.027,0.007,0.008,-0.797,-0.791,-0.789,-0.789,-0.799,-0.794,-0.793,-0.793,-0.804,-0.788,-0.789,-0.789,0.969,0.929,0.971,0.968,1,1,1,1,1,1,1,1,1,1,1
