N_total;T_total;predictor.type;outcome.type;sdX.within;sdX.between;g.00;g.01;g.10;sd.u0;sd.u1;sd.e;true_cluster_means;l1_g.10_bias;l2_g.10_bias;l3a_g.10_bias;l3a_g.01_bias;l4_g.10_bias;l4_g.01_bias;g.exchangeable1_g.10_bias;g.exchangeable2_g.10_bias;g.exchangeable3_g.10_bias;g.exchangeable3_g.01_bias;g.exchangeable4_g.10_bias;g.exchangeable4_g.01_bias;g.ar11_g.10_bias;g.ar12_g.10_bias;g.ar13_g.10_bias;g.ar13_g.01_bias;g.ar14_g.10_bias;g.ar14_g.01_bias;g.independence1_g.10_bias;g.independence2_g.10_bias;g.independence3_g.10_bias;g.independence3_g.01_bias;g.independence4_g.10_bias;g.independence4_g.01_bias;l1_success;l2_success;l3a_success;l4_success;g.independence1_success;g.exchangeable1_success;g.ar11_success;g.independence2_success;g.exchangeable2_success;g.ar12_success;g.independence3_success;g.ar13_success;g.independence4_success;g.exchangeable4_success;g.ar14_success
100;5;binary;continuous;1;1;0;3;1.5;1;0;1;FALSE;0.102;0.006;0.006;-1.451;0.006;-1.457;0.102;0.006;0.006;-1.451;0.006;-1.457;0.066;0.008;0.008;-1.445;0.008;-1.453;0.527;0.006;0.006;-1.451;0.006;-1.457;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;continuous;1;1;0;3;1.5;1;0;1;FALSE;0.094;-0.001;-0.001;-1.467;-0.001;-1.466;0.094;-0.001;-0.001;-1.467;-0.001;-1.466;0.056;0;0;-1.466;0;-1.466;0.517;-0.001;-0.001;-1.467;-0.001;-1.466;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;continuous;1;1;0;3;1.5;1;0;1;FALSE;0.043;-0.003;-0.003;-0.973;-0.003;-0.97;0.043;-0.003;-0.003;-0.973;-0.003;-0.97;0.012;-0.003;-0.003;-0.972;-0.003;-0.969;0.512;-0.003;-0.003;-0.973;-0.003;-0.97;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;continuous;1;1;0;3;1.5;1;0;1;FALSE;0.047;0;0;-0.962;0;-0.962;0.047;0;0;-0.962;0;-0.962;0.013;-0.001;-0.001;-0.956;-0.001;-0.955;0.519;0;0;-0.962;0;-0.962;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;continuous;1;1;0;3;1.5;1;0;1;FALSE;0.023;0;0;-0.54;0;-0.54;0.023;0;0;-0.54;0;-0.54;0.003;0;0;-0.535;0;-0.535;0.527;0;0;-0.54;0;-0.54;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;continuous;1;1;0;3;1.5;1;0;1;FALSE;0.022;-0.001;-0.001;-0.568;-0.001;-0.567;0.022;-0.001;-0.001;-0.568;-0.001;-0.567;0.003;-0.001;-0.001;-0.574;-0.001;-0.573;0.52;-0.001;-0.001;-0.568;-0.001;-0.567;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;binary;1;3;0;3;1.5;1;0;1;FALSE;1.196;-0.007;0.005;-0.409;0.005;-0.414;0.734;-0.481;-0.151;-0.947;-0.151;-0.797;0.854;-0.483;-0.151;-0.948;-0.151;-0.797;1.125;-0.523;-0.141;-0.947;-0.141;-0.806;0.998;0.994;0.998;0.997;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;binary;1;3;0;3;1.5;1;0;1;FALSE;1.194;-0.01;-0.004;-0.425;-0.004;-0.421;0.723;-0.484;-0.158;-0.972;-0.158;-0.814;0.857;-0.486;-0.156;-0.971;-0.156;-0.815;1.123;-0.529;-0.149;-0.97;-0.149;-0.821;0.999;0.998;0.999;0.999;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;binary;1;3;0;3;1.5;1;0;1;FALSE;0.959;0.004;0.007;-0.177;0.007;-0.184;0.397;-0.49;-0.157;-0.743;-0.157;-0.586;0.74;-0.487;-0.151;-0.741;-0.151;-0.59;1.122;-0.53;-0.149;-0.741;-0.149;-0.593;1;0.998;0.999;0.999;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;binary;1;3;0;3;1.5;1;0;1;FALSE;0.932;-0.004;-0.001;-0.229;-0.001;-0.228;0.375;-0.49;-0.166;-0.802;-0.166;-0.637;0.733;-0.491;-0.162;-0.799;-0.162;-0.637;1.092;-0.531;-0.156;-0.798;-0.156;-0.642;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;binary;1;3;0;3;1.5;1;0;1;FALSE;0.663;0.004;0.014;-0.107;0.014;-0.121;0.095;-0.485;-0.151;-0.67;-0.151;-0.519;0.655;-0.5;-0.148;-0.662;-0.148;-0.514;1.104;-0.519;-0.142;-0.66;-0.142;-0.518;0.994;0.805;0.997;0.997;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;binary;1;3;0;3;1.5;1;0;1;FALSE;0.64;-0.001;-0.008;-0.102;-0.008;-0.095;0.069;-0.5;-0.174;-0.677;-0.174;-0.503;0.669;-0.51;-0.17;-0.665;-0.17;-0.495;1.097;-0.536;-0.165;-0.661;-0.165;-0.496;1;0.783;1;1;1;1;1;1;1;1;1;1;1;1;1
100;5;continuous;binary;1;3;0;3;1.5;1;0;1;FALSE;1.383;-0.173;0.116;0.303;0.115;0.183;-0.136;-1.321;-0.341;-1.071;-0.341;-0.73;-0.325;-1.319;4.32582E+11;1.38389E+12;4.32582E+11;9.5131E+11;0.702;-1.321;-0.333;-1.052;-0.333;-0.719;0.958;0.934;0.977;0.977;1;1;1;1;1;1;1;1;1;1;1
200;5;continuous;binary;1;3;0;3;1.5;1;0;1;FALSE;1.29;-0.323;0.052;0.131;0.053;0.081;-0.181;-1.324;-0.382;-1.165;-0.382;-0.784;-0.46;-1.325;-0.381;-1.156;-0.381;-0.775;0.666;-1.324;-0.376;-1.145;-0.376;-0.769;0.951;0.943;0.987;0.99;1;1;1;1;1;1;1;1;1;1;1
100;10;continuous;binary;1;3;0;3;1.5;1;0;1;FALSE;0.98;-0.112;0.043;0.142;0.043;0.099;-0.74;-1.324;-0.278;-0.83;-0.278;-0.553;-0.999;1.16126E+13;1.9739E+11;5.08545E+11;1.94572E+11;3.13741E+11;0.675;-1.324;-0.269;-0.802;-0.269;-0.533;0.971;0.911;0.994;0.995;1;1;1;1;1;1;1;1;1;1;1
200;10;continuous;binary;1;3;0;3;1.5;1;0;1;FALSE;0.942;-0.184;0.017;0.04;0.017;0.023;-0.747;-1.323;-0.3;-0.915;-0.3;-0.615;-1.079;9.0297E+12;-0.296;-0.895;-0.296;-0.599;0.654;-1.323;-0.293;-0.887;-0.293;-0.594;0.994;0.916;1;1;1;1;1;1;1;1;1;1;1;1;1
100;20;continuous;binary;1;3;0;3;1.5;1;0;1;FALSE;0.658;-0.065;0.02;0.059;0.021;0.039;-1.02;-1.324;-0.229;-0.697;-0.229;-0.468;-1.135;6.91785E+12;-0.224;-0.672;-0.224;-0.448;0.669;-1.324;-0.221;-0.666;-0.221;-0.445;0.997;0.93;0.993;0.991;1;1;1;1;1;1;1;1;1;1;1
200;20;continuous;binary;1;3;0;3;1.5;1;0;1;FALSE;0.639;-0.096;0.011;0.03;0.011;0.02;-1.032;-1.323;-0.246;-0.752;-0.246;-0.506;-1.187;4.15104E+12;-0.24;-0.723;-0.24;-0.483;0.653;-1.323;-0.238;-0.716;-0.238;-0.478;1;0.907;1;1;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;continuous;1;3;0;3;1.5;1;0;1;FALSE;0.37;0.002;0.002;-0.44;0.002;-0.442;0.37;0.002;0.002;-0.44;0.002;-0.442;0.201;0.005;0.005;-0.44;0.005;-0.444;1.617;0.002;0.002;-0.44;0.002;-0.442;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;continuous;1;3;0;3;1.5;1;0;1;FALSE;0.363;0.001;0.001;-0.433;0.001;-0.434;0.363;0.001;0.001;-0.433;0.001;-0.434;0.192;0;0;-0.432;0;-0.432;1.62;0.001;0.001;-0.433;0.001;-0.434;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;continuous;1;3;0;3;1.5;1;0;1;FALSE;0.174;0.003;0.003;-0.226;0.003;-0.228;0.174;0.003;0.003;-0.226;0.003;-0.228;0.044;-0.002;-0.002;-0.224;-0.002;-0.222;1.617;0.003;0.003;-0.226;0.003;-0.228;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;continuous;1;3;0;3;1.5;1;0;1;FALSE;0.168;-0.002;-0.002;-0.241;-0.002;-0.238;0.168;-0.002;-0.002;-0.241;-0.002;-0.238;0.044;-0.002;-0.002;-0.238;-0.002;-0.236;1.612;-0.002;-0.002;-0.241;-0.002;-0.238;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;continuous;1;3;0;3;1.5;1;0;1;FALSE;0.081;-0.002;-0.002;-0.12;-0.002;-0.118;0.081;-0.002;-0.002;-0.12;-0.002;-0.118;0.013;0.001;0.001;-0.12;0.001;-0.122;1.617;-0.002;-0.002;-0.12;-0.002;-0.118;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;continuous;1;3;0;3;1.5;1;0;1;FALSE;0.083;0.001;0.001;-0.124;0.001;-0.125;0.083;0.001;0.001;-0.124;0.001;-0.125;0.012;0.001;0.001;-0.122;0.001;-0.123;1.618;0.001;0.001;-0.124;0.001;-0.125;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;binary;1;0;0;0;1.5;3;0;1;FALSE;-0.01;-0.013;-0.019;0.164;-0.021;0.18;-0.797;-0.799;-0.796;-0.746;-0.796;0.05;-0.798;-0.799;-0.796;-0.747;-0.796;0.049;-0.789;-0.797;-0.796;-0.744;-0.796;0.052;0.981;0.977;0.989;0.993;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;binary;1;0;0;0;1.5;3;0;1;FALSE;-0.029;-0.028;-0.03;-0.003;-0.031;0.027;-0.803;-0.802;-0.801;-0.81;-0.801;-0.009;-0.803;-0.803;-0.802;-0.806;-0.802;-0.004;-0.804;-0.8;-0.801;-0.808;-0.801;-0.007;0.998;0.996;0.999;1;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;binary;1;0;0;0;1.5;3;0;1;FALSE;-0.027;-0.03;-0.026;0.146;-0.025;0.213;-0.802;-0.802;-0.798;-0.772;-0.798;0.026;-0.801;-0.801;3.09765E+12;4.05356E+11;3.09765E+12;-2.69229E+12;-0.799;-0.8;-0.798;-0.768;-0.798;0.03;0.692;0.668;0.839;0.819;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;binary;1;0;0;0;1.5;3;0;1;FALSE;-0.031;-0.034;-0.021;0.092;-0.024;0.139;-0.804;-0.804;-0.802;-0.798;-0.802;0.004;-0.802;-0.802;-0.8;-0.787;-0.8;0.014;-0.803;-0.802;-0.802;-0.796;-0.802;0.006;0.675;0.555;0.778;0.769;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;binary;1;0;0;0;1.5;3;0;1;FALSE;-0.007;-0.007;-0.006;-0.059;-0.006;-0.055;-0.802;-0.802;-0.798;-0.826;-0.798;-0.028;-0.8;4.52523E+12;1.63224E+14;3.33E+26;-1.57035E+15;-1.76E+28;-0.803;-0.801;-0.798;-0.818;-0.798;-0.02;0.998;1;0.995;0.994;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;binary;1;0;0;0;1.5;3;0;1;FALSE;-0.009;-0.01;-0.01;0.116;-0.01;0.126;-0.802;-0.803;-0.801;-0.734;-0.801;0.067;-0.802;-0.803;5.9015E+13;9.44289E+12;6.54266E+13;-4.08874E+13;-0.799;-0.802;-0.801;-0.728;-0.801;0.073;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;5;continuous;binary;1;0;0;0;1.5;3;0;1;FALSE;-0.014;-0.018;-0.016;0.051;-0.016;0.067;-0.795;-0.811;-0.791;-0.778;-0.791;0.013;-0.793;-0.81;8.72148E+11;5.31151E+11;8.72148E+11;-3.40997E+11;-0.791;-0.811;-0.791;-0.774;-0.791;0.017;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;5;continuous;binary;1;0;0;0;1.5;3;0;1;FALSE;-0.016;-0.019;-0.017;0.008;-0.017;0.025;-0.79;-0.806;-0.788;-0.794;-0.788;-0.006;-0.789;-0.805;-0.787;-0.795;-0.787;-0.008;-0.79;-0.806;-0.788;-0.788;-0.788;-0.001;1;0.999;1;1;1;1;1;1;1;1;1;1;1;1;1
100;10;continuous;binary;1;0;0;0;1.5;3;0;1;FALSE;0.005;0.006;0.006;-0.044;0.006;-0.05;-0.79;-0.797;-0.786;-0.817;-0.786;-0.031;-0.791;-0.798;2.87355E+13;3.22094E+13;2.9128E+13;2.60591E+12;-0.793;-0.797;-0.786;-0.812;-0.786;-0.026;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;10;continuous;binary;1;0;0;0;1.5;3;0;1;FALSE;-0.007;-0.007;-0.007;0.005;-0.007;0.012;-0.795;-0.803;-0.793;-0.795;-0.793;-0.002;-0.795;-0.803;5.19203E+12;7.31018E+12;7.35794E+12;1.71495E+12;-0.795;-0.803;-0.793;-0.791;-0.793;0.003;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;20;continuous;binary;1;0;0;0;1.5;3;0;1;FALSE;-0.021;-0.019;-0.014;-0.012;-0.015;-0.017;-0.794;-0.798;1.79847E+12;2.54185E+12;1.79847E+12;7.4338E+11;1.46273E+12;-2.8549E+11;2.30375E+14;1.90799E+14;2.2397E+14;-2.14296E+13;-0.792;-0.797;-0.79;-0.768;-0.79;0.022;0.864;0.882;0.911;0.901;1;1;1;1;1;1;1;1;1;1;1
200;20;continuous;binary;1;0;0;0;1.5;3;0;1;FALSE;-0.011;-0.01;-0.01;-0.111;-0.01;-0.093;-0.795;-0.799;-0.793;-0.837;-0.793;-0.044;-0.795;-0.799;1.48052E+14;1.04987E+14;1.43273E+14;-4.56682E+13;-0.797;-0.799;-0.793;-0.83;-0.793;-0.037;0.897;0.919;0.927;0.93;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;continuous;1;0;0;0;1.5;3;0;1;FALSE;-0.004;-0.004;-0.004;-0.004;-0.004;0;-0.004;-0.004;-0.004;-0.004;-0.004;0;-0.001;-0.001;-0.001;-0.005;-0.001;-0.005;-0.006;-0.004;-0.004;-0.004;-0.004;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;continuous;1;0;0;0;1.5;3;0;1;FALSE;-0.001;-0.001;-0.001;0.016;-0.001;0.018;-0.001;-0.001;-0.001;0.016;-0.001;0.018;0;0;0;0.015;0;0.015;0.003;-0.001;-0.001;0.016;-0.001;0.018;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;continuous;1;0;0;0;1.5;3;0;1;FALSE;0.002;0.002;0.002;0.015;0.002;0.013;0.002;0.002;0.002;0.015;0.002;0.013;0.001;0.001;0.001;0.002;0.001;0.001;0.003;0.002;0.002;0.015;0.002;0.013;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;continuous;1;0;0;0;1.5;3;0;1;FALSE;0.002;0.002;0.002;-0.032;0.002;-0.034;0.002;0.002;0.002;-0.032;0.002;-0.034;0.001;0.001;0.001;-0.021;0.001;-0.022;-0.001;0.002;0.002;-0.032;0.002;-0.034;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;continuous;1;0;0;0;1.5;3;0;1;FALSE;0;0;0;-0.092;0;-0.092;0;0;0;-0.092;0;-0.092;0;0;0;-0.121;0;-0.121;-0.004;0;0;-0.092;0;-0.092;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;continuous;1;0;0;0;1.5;3;0;1;FALSE;0;0;0;0.069;0;0.069;0;0;0;0.069;0;0.069;0.001;0.001;0.001;0.072;0.001;0.071;0.003;0;0;0.069;0;0.069;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;binary;1;1;0;0;1.5;3;0;1;FALSE;-0.008;-0.008;-0.019;0.072;-0.02;0.093;-0.795;-0.795;-0.793;-0.783;-0.793;0.01;-0.79;-0.79;-0.787;-0.79;-0.787;-0.002;-0.792;-0.793;-0.793;-0.782;-0.793;0.011;0.981;0.967;0.983;0.987;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;binary;1;1;0;0;1.5;3;0;1;FALSE;-0.023;-0.023;-0.033;0.082;-0.033;0.115;-0.803;-0.805;-0.804;-0.776;-0.804;0.028;-0.804;-0.806;-0.804;-0.772;-0.804;0.032;-0.796;-0.802;-0.804;-0.776;-0.804;0.028;0.993;0.986;0.997;0.997;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;binary;1;1;0;0;1.5;3;0;1;FALSE;-0.022;-0.039;-0.025;0.162;-0.03;0.2;-0.804;-0.805;-0.802;-0.765;-0.802;0.037;-0.804;-0.805;-0.802;-0.781;-0.802;0.021;-0.796;-0.802;-0.802;-0.763;-0.802;0.039;0.715;0.699;0.871;0.874;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;binary;1;1;0;0;1.5;3;0;1;FALSE;-0.017;-0.045;-0.016;0.086;-0.011;0.083;-0.801;-0.801;-0.799;-0.811;-0.799;-0.012;-0.801;-0.801;-0.799;-0.808;-0.799;-0.009;-0.804;-0.798;-0.799;-0.811;-0.799;-0.012;0.739;0.64;0.773;0.781;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;binary;1;1;0;0;1.5;3;0;1;FALSE;-0.012;-0.012;-0.012;-0.066;-0.012;-0.056;-0.8;-0.8;-0.797;-0.816;-0.797;-0.019;-0.799;2.33802E+12;4.2958E+13;9.00254E+13;-6.36987E+13;7.44E+25;-0.804;-0.797;-0.797;-0.812;-0.797;-0.015;0.998;0.999;0.988;0.986;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;binary;1;1;0;0;1.5;3;0;1;FALSE;-0.01;-0.01;-0.01;-0.059;-0.01;-0.051;-0.807;-0.806;-0.805;-0.83;-0.805;-0.025;-0.807;-0.807;2.34867E+13;1.65155E+13;2.31758E+13;-1.11166E+13;-0.812;-0.804;-0.805;-0.829;-0.805;-0.024;1;1;0.997;0.996;1;1;1;1;1;1;1;1;1;1;1
100;5;continuous;binary;1;1;0;0;1.5;3;0;1;FALSE;-0.004;-0.035;-0.018;0.051;-0.018;0.068;-0.785;-0.866;-0.781;-0.781;-0.781;0;-0.787;-0.868;-0.783;-0.78;-0.783;0.002;-0.778;-0.866;-0.78;-0.771;-0.78;0.009;1;1;0.987;0.988;1;1;1;1;1;1;1;1;1;1;1
200;5;continuous;binary;1;1;0;0;1.5;3;0;1;FALSE;-0.013;-0.04;-0.024;0.033;-0.024;0.057;-0.786;-0.867;-0.784;-0.787;-0.784;-0.003;-0.787;-0.867;-0.784;-0.789;-0.784;-0.005;-0.781;-0.867;-0.783;-0.779;-0.783;0.004;1;1;0.997;0.997;1;1;1;1;1;1;1;1;1;1;1
100;10;continuous;binary;1;1;0;0;1.5;3;0;1;FALSE;0.006;-0.001;0.002;0.048;0.002;0.046;-0.782;-0.858;-0.779;-0.779;-0.779;-0.001;-0.781;-0.857;1.25655E+13;1.47224E+13;1.24734E+13;1.91544E+12;-0.774;-0.857;-0.777;-0.767;-0.777;0.01;1;0.999;0.999;0.999;1;1;1;1;1;1;1;1;1;1;1
200;10;continuous;binary;1;1;0;0;1.5;3;0;1;FALSE;-0.006;-0.012;-0.009;0.021;-0.009;0.03;-0.787;-0.861;-0.785;-0.798;-0.785;-0.013;-0.787;-0.86;3.16897E+12;2.79354E+12;3.16897E+12;-3.75424E+11;-0.783;-0.861;-0.783;-0.781;-0.783;0.002;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;20;continuous;binary;1;1;0;0;1.5;3;0;1;FALSE;0.01;-0.019;0.009;0.062;0.003;0.046;-0.788;-0.857;5.6915E+11;7.42335E+11;5.6915E+11;1.73184E+11;2.72377E+12;-0.857;3.96283E+13;3.40884E+13;3.85124E+13;-4.25896E+12;-0.784;-0.857;-0.782;-0.781;-0.782;0;0.621;0.821;0.812;0.859;1;1;1;1;1;1;1;1;1;1;1
200;20;continuous;binary;1;1;0;0;1.5;3;0;1;FALSE;-0.001;-0.014;-0.001;0.06;-0.001;0.054;-0.788;-0.858;-0.787;-0.809;-0.787;-0.022;-0.788;-0.857;1.16217E+13;9.27942E+12;1.15435E+13;-2.50631E+12;-0.786;-0.858;-0.784;-0.785;-0.784;-0.001;0.49;0.83;0.801;0.82;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;continuous;1;1;0;0;1.5;3;0;1;FALSE;0;0;0;-0.012;0;-0.012;0;0;0;-0.012;0;-0.012;0.004;0.004;0.004;-0.007;0.004;-0.011;-0.002;0;0;-0.012;0;-0.012;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;continuous;1;1;0;0;1.5;3;0;1;FALSE;-0.006;-0.005;-0.005;-0.004;-0.005;0.002;-0.006;-0.005;-0.005;-0.004;-0.005;0.002;-0.005;-0.005;-0.005;-0.007;-0.005;-0.002;-0.006;-0.005;-0.005;-0.004;-0.005;0.002;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;continuous;1;1;0;0;1.5;3;0;1;FALSE;0.002;0.002;0.002;0.096;0.002;0.094;0.002;0.002;0.002;0.096;0.002;0.094;0.002;0.002;0.002;0.096;0.002;0.094;0.028;0.002;0.002;0.096;0.002;0.094;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;continuous;1;1;0;0;1.5;3;0;1;FALSE;0;0;0;-0.036;0;-0.036;0;0;0;-0.036;0;-0.036;-0.003;-0.003;-0.003;-0.04;-0.003;-0.037;-0.009;0;0;-0.036;0;-0.036;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;continuous;1;1;0;0;1.5;3;0;1;FALSE;0.002;0.002;0.002;-0.05;0.002;-0.052;0.002;0.002;0.002;-0.05;0.002;-0.052;0.003;0.003;0.003;-0.039;0.003;-0.042;-0.008;0.002;0.002;-0.05;0.002;-0.052;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;continuous;1;1;0;0;1.5;3;0;1;FALSE;0.001;0.001;0.001;-0.021;0.001;-0.022;0.001;0.001;0.001;-0.021;0.001;-0.022;0;0;0;-0.023;0;-0.022;-0.004;0.001;0.001;-0.021;0.001;-0.022;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;binary;1;3;0;0;1.5;3;0;1;FALSE;0.018;0.027;0.007;0.049;0.008;0.043;-0.797;-0.791;-0.789;-0.811;-0.789;-0.021;-0.799;-0.794;-0.793;-0.816;-0.793;-0.024;-0.804;-0.788;-0.789;-0.81;-0.789;-0.021;0.969;0.929;0.971;0.968;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;binary;1;3;0;0;1.5;3;0;1;FALSE;0.005;0.02;-0.009;0.053;-0.008;0.062;-0.795;-0.794;-0.793;-0.799;-0.793;-0.006;-0.791;-0.79;-0.789;-0.798;-0.789;-0.009;-0.797;-0.791;-0.793;-0.799;-0.793;-0.006;0.992;0.94;0.992;0.991;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;binary;1;3;0;0;1.5;3;0;1;FALSE;-0.005;-0.074;-0.028;0.157;-0.032;0.182;-0.801;-0.804;-0.802;-0.769;-0.802;0.033;-0.81;-0.811;-0.808;-0.776;-0.808;0.033;-0.785;-0.8;-0.802;-0.769;-0.802;0.033;0.806;0.753;0.876;0.893;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;binary;1;3;0;0;1.5;3;0;1;FALSE;-0.002;-0.037;-0.019;0.068;-0.016;0.084;-0.802;-0.802;-0.801;-0.799;-0.801;0.002;-0.802;-0.803;-0.802;-0.794;-0.802;0.007;-0.8;-0.798;-0.801;-0.799;-0.801;0.002;0.774;0.779;0.848;0.877;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;binary;1;3;0;0;1.5;3;0;1;FALSE;-0.015;-0.014;-0.016;0.001;-0.014;0.001;-0.806;-0.807;-0.804;-0.795;-0.804;0.009;-0.806;2.21787E+12;1.25431E+13;3.36841E+13;1.24842E+13;2.25792E+13;-0.8;-0.802;-0.804;-0.793;-0.804;0.011;0.997;1;0.982;0.967;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;binary;1;3;0;0;1.5;3;0;1;FALSE;-0.003;-0.004;-0.005;0.029;-0.005;0.026;-0.801;-0.802;-0.8;-0.788;-0.8;0.012;-0.801;1.35907E+12;2.11938E+11;1.95084E+12;2.11938E+11;1.7389E+12;-0.794;-0.797;-0.8;-0.787;-0.8;0.013;0.999;1;0.995;0.988;1;1;1;1;1;1;1;1;1;1;1
100;5;continuous;binary;1;3;0;0;1.5;3;0;1;FALSE;0.059;-0.101;0.062;0.117;0.06;0.058;-0.752;-1.076;-0.746;-0.745;-0.746;0.001;-0.754;-1.077;-0.747;-0.744;-0.747;0.003;-0.739;-1.076;-0.742;-0.736;-0.742;0.006;0.939;0.95;0.941;0.942;1;1;1;1;1;1;1;1;1;1;1
200;5;continuous;binary;1;3;0;0;1.5;3;0;1;FALSE;0.042;-0.118;0.038;0.08;0.037;0.042;-0.757;-1.076;-0.75;-0.757;-0.75;-0.007;-0.76;-1.077;-0.753;-0.76;-0.753;-0.007;-0.747;-1.076;-0.746;-0.746;-0.746;0;0.972;0.976;0.91;0.912;1;1;1;1;1;1;1;1;1;1;1
100;10;continuous;binary;1;3;0;0;1.5;3;0;1;FALSE;0.027;-0.027;0.01;0.047;0.011;0.036;-0.76;-1.074;-0.752;-0.759;-0.752;-0.007;-0.766;1.76256E+12;1.41944E+12;1.44285E+12;1.35009E+12;98648582734;-0.741;-1.074;-0.743;-0.739;-0.743;0.004;1;0.85;0.926;0.93;1;1;1;1;1;1;1;1;1;1;1
200;10;continuous;binary;1;3;0;0;1.5;3;0;1;FALSE;0.017;-0.039;0.001;0.033;0.001;0.033;-0.764;-1.076;-0.758;-0.767;-0.758;-0.009;-0.77;-1.077;-0.763;-0.774;-0.763;-0.011;-0.748;-1.076;-0.749;-0.747;-0.749;0.003;1;0.865;0.928;0.927;1;1;1;1;1;1;1;1;1;1;1
100;20;continuous;binary;1;3;0;0;1.5;3;0;1;FALSE;0.013;-0.038;0.005;0.032;0.005;0.029;-0.763;-1.075;-0.755;-0.769;-0.755;-0.014;-0.772;2.37087E+14;2.26483E+12;2.12769E+12;2.26483E+12;-1.37141E+11;-0.737;-1.075;-0.741;-0.735;-0.741;0.006;1;0.804;0.979;0.981;1;1;1;1;1;1;1;1;1;1;1
200;20;continuous;binary;1;3;0;0;1.5;3;0;1;FALSE;0.011;-0.028;0.004;0.026;0.004;0.023;-0.773;-1.076;-0.767;-0.787;-0.767;-0.021;-0.779;2.36682E+14;-0.777;-0.809;-0.777;-0.032;-0.752;-1.076;-0.753;-0.751;-0.753;0.002;1;0.915;0.995;0.996;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;continuous;1;3;0;0;1.5;3;0;1;FALSE;-0.004;-0.004;-0.004;-0.018;-0.004;-0.014;-0.004;-0.004;-0.004;-0.018;-0.004;-0.014;-0.003;-0.002;-0.002;-0.025;-0.002;-0.023;-0.011;-0.004;-0.004;-0.018;-0.004;-0.014;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;continuous;1;3;0;0;1.5;3;0;1;FALSE;-0.007;-0.007;-0.007;0.002;-0.007;0.009;-0.007;-0.007;-0.007;0.002;-0.007;0.009;-0.006;-0.007;-0.007;0.002;-0.007;0.008;-0.001;-0.007;-0.007;0.002;-0.007;0.009;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
